"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,10Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,12M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,12Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,15Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,1M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,1W"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,20Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,25Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,2M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,2Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,30Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,3M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,3Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,40Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,50Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,5Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,6M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,7Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-OIS,9M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,10Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,12M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,12Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,15Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,1M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,1W"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,20Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,25Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,2M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,2Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,30Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,3M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,3Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,40Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,50Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,5Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,6M"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,7Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M_L-T,9M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,10Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,12M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,12Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,15Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,1M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,1W"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,20Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,25Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,2M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,2Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,30Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,3M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,3Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,40Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,50Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,5Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,6M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,7Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-1M_T,9M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,10Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,12M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,12Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,15Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,1M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,1W"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,20Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,25Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,2M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,2Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,30Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,3M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,3Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,40Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,50Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,5Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,6M"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,7Y"
"InterestRate.:BASISCURVE.LBR_JPY_6M-3M_T,9M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,10Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,12M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,12Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,15Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,1M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,1W"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,20Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,25Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,2M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,2Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,30Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,3M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,3Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,40Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,50Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,5Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,6M"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,7Y"
"InterestRate.:BASISCURVE.LBR_USD_FF-3M_L,9M"
"InterestRate.:BASISCURVE.REP_USD,10Y"
"InterestRate.:BASISCURVE.REP_USD,12M"
"InterestRate.:BASISCURVE.REP_USD,12Y"
"InterestRate.:BASISCURVE.REP_USD,15Y"
"InterestRate.:BASISCURVE.REP_USD,1M"
"InterestRate.:BASISCURVE.REP_USD,1W"
"InterestRate.:BASISCURVE.REP_USD,20Y"
"InterestRate.:BASISCURVE.REP_USD,25Y"
"InterestRate.:BASISCURVE.REP_USD,2M"
"InterestRate.:BASISCURVE.REP_USD,2Y"
"InterestRate.:BASISCURVE.REP_USD,30Y"
"InterestRate.:BASISCURVE.REP_USD,3M"
"InterestRate.:BASISCURVE.REP_USD,3Y"
"InterestRate.:BASISCURVE.REP_USD,40Y"
"InterestRate.:BASISCURVE.REP_USD,50Y"
"InterestRate.:BASISCURVE.REP_USD,5Y"
"InterestRate.:BASISCURVE.REP_USD,6M"
"InterestRate.:BASISCURVE.REP_USD,7Y"
"InterestRate.:BASISCURVE.REP_USD,9M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,12M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,1M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,1W"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,2M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,3M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,6M"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_AUD_3M-6M,9M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,12M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,1M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,1W"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,2M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,3M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,6M"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_EUR_1M-6M,9M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,12M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,1M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,1W"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,2M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,3M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,6M"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_EUR_3M-6M,9M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,10Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,12M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,12Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,15Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,1M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,1W"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,20Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,25Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,2M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,2Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,30Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,3M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,3Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,40Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,50Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,5Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,6M"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,7Y"
"InterestRate.:BASISCURVE.TNR_EUR_6M-12M,9M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,12M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,1M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,1W"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,2M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,3M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,6M"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_GBP_3M-6M,9M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,10Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,12M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,12Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,15Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,1M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,1W"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,20Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,25Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,2M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,2Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,30Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,3M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,3Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,40Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,50Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,5Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,6M"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,7Y"
"InterestRate.:BASISCURVE.TNR_GBP_6M-12M,9M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,12M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,1M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,1W"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,2M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,3M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,6M"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_JPY_1M-6M,9M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,12M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,1M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,1W"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,2M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,3M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,6M"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_JPY_3M-6M,9M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,10Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,12M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,12Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,15Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,1M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,1W"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,20Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,25Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,2M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,2Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,30Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,3M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,3Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,40Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,50Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,5Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,6M"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,7Y"
"InterestRate.:BASISCURVE.TNR_USD_1M-3M,9M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,10Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,12M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,12Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,15Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,1M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,1W"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,20Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,25Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,2M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,2Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,30Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,3M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,3Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,40Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,50Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,5Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,6M"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,7Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-12M,9M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,10Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,12M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,12Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,15Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,1M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,1W"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,20Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,25Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,2M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,2Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,30Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,3M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,3Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,40Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,50Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,5Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,6M"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,7Y"
"InterestRate.:BASISCURVE.TNR_USD_3M-6M,9M"
"InterestRate.:BASISCURVE_P.CCY_AUD,0Y"
"InterestRate.:BASISCURVE_P.CCY_CAD,0Y"
"InterestRate.:BASISCURVE_P.CCY_EUR,0Y"
"InterestRate.:BASISCURVE_P.CCY_GBP,0Y"
"InterestRate.:BASISCURVE_P.CCY_JPY,0Y"
"InterestRate.:BASISCURVE_P.CCY_NZD,0Y"
"InterestRate.:BASISCURVE_P.CCY_SGD,0Y"
"InterestRate.:BASISCURVE_P.CCY_ZAR,0Y"
"InterestRate.:BASISCURVE_P.EUR_AT,0Y"
"InterestRate.:BASISCURVE_P.EUR_BE,0Y"
"InterestRate.:BASISCURVE_P.EUR_ES,0Y"
"InterestRate.:BASISCURVE_P.EUR_FI,0Y"
"InterestRate.:BASISCURVE_P.EUR_FR,0Y"
"InterestRate.:BASISCURVE_P.EUR_IE,0Y"
"InterestRate.:BASISCURVE_P.EUR_IT,0Y"
"InterestRate.:BASISCURVE_P.EUR_NL,0Y"
"InterestRate.:BASISCURVE_P.LBR_EUR_OIS-3M_E,0Y"
"InterestRate.:BASISCURVE_P.LBR_GBP_OIS-3M_L,0Y"
"InterestRate.:BASISCURVE_P.LBR_JPY_6M_L-OIS,0Y"
"InterestRate.:BASISCURVE_P.LBR_JPY_6M_L-T,0Y"
"InterestRate.:BASISCURVE_P.LBR_JPY_6M-1M_T,0Y"
"InterestRate.:BASISCURVE_P.LBR_JPY_6M-3M_T,0Y"
"InterestRate.:BASISCURVE_P.LBR_USD_FF-3M_L,0Y"
"InterestRate.:BASISCURVE_P.REP_EUR,0Y"
"InterestRate.:BASISCURVE_P.REP_USD,0Y"
"InterestRate.:BASISCURVE_P.TNR_AUD_3M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_EUR_1M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_EUR_3M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_GBP_3M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_GBP_6M-12M,0Y"
"InterestRate.:BASISCURVE_P.TNR_JPY_1M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_JPY_3M-6M,0Y"
"InterestRate.:BASISCURVE_P.TNR_USD_1M-3M,0Y"
"InterestRate.:BASISCURVE_P.TNR_USD_3M-12M,0Y"
"InterestRate.:BASISCURVE_P.TNR_USD_3M-6M,0Y"
"InterestRate.:SPRDCURVE.AGN_CA,10Y"
"InterestRate.:SPRDCURVE.AGN_CA,12M"
"InterestRate.:SPRDCURVE.AGN_CA,12Y"
"InterestRate.:SPRDCURVE.AGN_CA,15Y"
"InterestRate.:SPRDCURVE.AGN_CA,1M"
"InterestRate.:SPRDCURVE.AGN_CA,1W"
"InterestRate.:SPRDCURVE.AGN_CA,20Y"
"InterestRate.:SPRDCURVE.AGN_CA,25Y"
"InterestRate.:SPRDCURVE.AGN_CA,2M"
"InterestRate.:SPRDCURVE.AGN_CA,2Y"
"InterestRate.:SPRDCURVE.AGN_CA,30Y"
"InterestRate.:SPRDCURVE.AGN_CA,3M"
"InterestRate.:SPRDCURVE.AGN_CA,3Y"
"InterestRate.:SPRDCURVE.AGN_CA,40Y"
"InterestRate.:SPRDCURVE.AGN_CA,50Y"
"InterestRate.:SPRDCURVE.AGN_CA,5Y"
"InterestRate.:SPRDCURVE.AGN_CA,6M"
"InterestRate.:SPRDCURVE.AGN_CA,7Y"
"InterestRate.:SPRDCURVE.AGN_CA,9M"
"InterestRate.:SPRDCURVE.AGN_EURO,10Y"
"InterestRate.:SPRDCURVE.AGN_EURO,12M"
"InterestRate.:SPRDCURVE.AGN_EURO,12Y"
"InterestRate.:SPRDCURVE.AGN_EURO,15Y"
"InterestRate.:SPRDCURVE.AGN_EURO,1M"
"InterestRate.:SPRDCURVE.AGN_EURO,1W"
"InterestRate.:SPRDCURVE.AGN_EURO,20Y"
"InterestRate.:SPRDCURVE.AGN_EURO,25Y"
"InterestRate.:SPRDCURVE.AGN_EURO,2M"
"InterestRate.:SPRDCURVE.AGN_EURO,2Y"
"InterestRate.:SPRDCURVE.AGN_EURO,30Y"
"InterestRate.:SPRDCURVE.AGN_EURO,3M"
"InterestRate.:SPRDCURVE.AGN_EURO,3Y"
"InterestRate.:SPRDCURVE.AGN_EURO,40Y"
"InterestRate.:SPRDCURVE.AGN_EURO,50Y"
"InterestRate.:SPRDCURVE.AGN_EURO,5Y"
"InterestRate.:SPRDCURVE.AGN_EURO,6M"
"InterestRate.:SPRDCURVE.AGN_EURO,7Y"
"InterestRate.:SPRDCURVE.AGN_EURO,9M"
"InterestRate.:SPRDCURVE.AGN_JP,10Y"
"InterestRate.:SPRDCURVE.AGN_JP,12M"
"InterestRate.:SPRDCURVE.AGN_JP,12Y"
"InterestRate.:SPRDCURVE.AGN_JP,15Y"
"InterestRate.:SPRDCURVE.AGN_JP,1M"
"InterestRate.:SPRDCURVE.AGN_JP,1W"
"InterestRate.:SPRDCURVE.AGN_JP,20Y"
"InterestRate.:SPRDCURVE.AGN_JP,25Y"
"InterestRate.:SPRDCURVE.AGN_JP,2M"
"InterestRate.:SPRDCURVE.AGN_JP,2Y"
"InterestRate.:SPRDCURVE.AGN_JP,30Y"
"InterestRate.:SPRDCURVE.AGN_JP,3M"
"InterestRate.:SPRDCURVE.AGN_JP,3Y"
"InterestRate.:SPRDCURVE.AGN_JP,40Y"
"InterestRate.:SPRDCURVE.AGN_JP,50Y"
"InterestRate.:SPRDCURVE.AGN_JP,5Y"
"InterestRate.:SPRDCURVE.AGN_JP,6M"
"InterestRate.:SPRDCURVE.AGN_JP,7Y"
"InterestRate.:SPRDCURVE.AGN_JP,9M"
